rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,172394,2,1,9,candidate,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r5,r1,c1,c2,r6,r3,c3)","r1=R4;r2=R67;r3=R3;r4=R68;r5=R6;c1=int:23;c2=int:6;r6=R5;c3=int:1","benchmark_awfy_richards_opt",3014
272,3,3,1,5,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R13;r2=R20;c1=int:9;r3=R12;c2=int:17","benchmark_awfy_richards_opt",660
273,2,2,1,5,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | COPY_REG_REG(r4,r3)","r1=R11;r2=R4;r3=R10;c1=int:18;r4=R2","benchmark_awfy_richards_opt",160
274,2,2,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r4,c3,r3)","r1=R26;r2=R22;c1=int:0;r3=R17;c2=int:1;r4=R24;c3=int:22","benchmark_awfy_richards_opt",931
275,2,2,1,4,candidate,"INE_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R55;r2=R56;c1=int:23246;c2=label@1784","benchmark_awfy_richards_opt",1773
276,2,2,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | COPY_REG_REG(r4,r3)","r1=R6;c1=int:22;r2=R3;r3=R60;r4=R11","benchmark_awfy_richards_opt",455
277,2,2,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R17;c1=int:2;r2=R18;r3=R24;c2=int:23","benchmark_awfy_richards_opt",882
278,2,2,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R10;r2=R11;c1=int:18;r3=R2","benchmark_awfy_richards_opt",163
279,2,2,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LOAD_REG_INT(r2,c3)","r1=R22;r2=R17;c1=int:2;r3=R26;c2=int:0;c3=int:1","benchmark_awfy_richards_opt",927
280,2,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | INE_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R56;r2=R60;c1=int:18;r3=R55;c2=int:23246","benchmark_awfy_richards_opt",1769
281,2,2,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | ISETATTR1_REG_INT_REG(r1,c3,r3)","r1=R17;r2=R24;c1=int:20;c2=int:6;c3=int:2;r3=R18","benchmark_awfy_richards_opt",875
282,2,2,1,9,candidate,"LOAD_REG_INT(r1,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r2,c2,r3,c3,r4) | CALL_REG_FUNC_REG(r5,c4,r2)","r1=R56;c1=int:0;r2=R49;c2=int:7;r3=R60;c3=int:256;r4=R50;r5=R57;c4=func@54488","benchmark_awfy_richards_opt",1715
283,2,2,1,7,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | CALL4_REG_FUNC_REG_REG_REG_REG(r3,c3,r2,r3,r4,r1)","r1=R53;c1=int:0;r2=R60;c2=int:256;r3=R2;c3=func@52288;r4=R52","benchmark_awfy_richards_opt",1638
284,2,2,1,3,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | APPEND_REG_REG(r1,r2)","r1=R14;c1=string@16416;r2=R2","benchmark_awfy_richards_opt",236
285,2,2,1,4,candidate,"SETATTRS_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r1,c2,r2) | UNLINK_REG(r1)","r1=R17;c1=int:6;c2=int:2;r2=R18","benchmark_awfy_richards_opt",879
286,2,2,1,4,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2)","r1=R17;r2=R24;c1=int:23;c2=int:6","benchmark_awfy_richards_opt",886
287,1,1,1,3,candidate,"APPEND_REG_REG(r1,r2) | SAY_REG(r1) | SAY_STRING(c1)","r1=R14;r2=R1;c1=string@17120","benchmark_awfy_richards_opt",251
288,1,1,1,4,candidate,"APPEND_REG_REG(r1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r3)","r1=R14;r2=R2;c1=string@16704;r3=R1","benchmark_awfy_richards_opt",242
289,1,1,1,5,candidate,"BRF_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c2) | STOI_REG(r2)","c1=label@39;r1=R5;r2=R6;r3=R0;c2=int:1","benchmark_awfy_richards_opt",27
290,1,1,1,5,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | COPY_REG_REG(r2,r1) | BR_ID(c3)","c1=label@13;r1=R16;c2=int:512;r2=R0;c3=label@16","benchmark_awfy_richards_opt",4
291,1,1,1,5,candidate,"BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r2,c2) | SETOBJTYPE_REG_STRING(r2,c3)","c1=label@228;r1=R7;r2=R8;c2=int:28;c3=string@8","benchmark_awfy_richards_opt",71
292,1,1,1,4,candidate,"BTOI_REG(r1) | IEQ_REG_REG_INT(r2,r1,c1) | BRF_ID_REG(c2,r2)","r1=R5;r2=R10;c1=int:0;c2=label@225","benchmark_awfy_richards_opt",184
293,1,1,1,5,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2) | ITOS_REG(r3)","r1=R14;c1=string@16264;r2=R3;c2=string@16416;r3=R2","benchmark_awfy_richards_opt",232
294,1,1,1,6,candidate,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R60;r2=R46;r3=R51;c1=int:0;r4=R52;c2=int:5","benchmark_awfy_richards_opt",1613
295,1,1,1,5,candidate,"COPY_REG_REG(r1,r2) | SETTP_REG_INT(r1,c1) | CALL1_REG_FUNC_REG(r3,c2,r1)","r1=R4;r2=R8;c1=int:256;r3=R5;c2=func@12088","benchmark_awfy_richards_opt",150
296,1,1,1,3,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | BTOI_REG(r3)","r1=R1;r2=R10;r3=R5","benchmark_awfy_richards_opt",179
297,1,1,1,4,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4)","r1=R2;r2=R10;r3=R12;r4=R4","benchmark_awfy_richards_opt",167
298,1,1,1,4,candidate,"ENDLIFE_REG(r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c1,r2)","r1=R4;r2=R3;r3=R14;c1=string@16264","benchmark_awfy_richards_opt",228
299,1,1,1,5,candidate,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r1,r1,c2) | BRF_ID_REG(c3,r1)","r1=R5;r2=R0;c1=int:0;c2=int:1;c3=label@39","benchmark_awfy_richards_opt",19
300,1,1,1,4,candidate,"IGETUNLINK_REG_REG(r1,r2) | ILT_REG_REG_INT(r2,r1,c1) | BRF_ID_REG(c2,r2)","r1=R3;r2=R6;c1=int:1;c2=label@58","benchmark_awfy_richards_opt",36
301,1,1,1,5,candidate,"IGTE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R5;c1=int:1;c2=label@39;r2=R6;r3=R0","benchmark_awfy_richards_opt",23
302,1,1,1,6,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r4,c2)","r1=R7;r2=R6;r3=R3;c1=label@228;r4=R8;c2=int:28","benchmark_awfy_richards_opt",67
303,1,1,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2) | LINKATTR1_REG_REG_INT(r6,r5,c3)","r1=R5;r2=R6;c1=int:1;r3=R20;r4=R22;r5=R19;c2=int:21;r6=R21;c3=int:2","benchmark_awfy_richards_opt",3331
304,1,1,1,6,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LOAD_REG_INT(r3,c1) | ISETATTR1_REG_INT_REG(r4,c2,r3)","r1=R9;r2=R4;c1=int:0;r3=R3;r4=R6;c2=int:22","benchmark_awfy_richards_opt",447
305,1,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c2)","r1=R46;c1=int:22;r2=R39;r3=R60;r4=R51;c2=int:0","benchmark_awfy_richards_opt",1609
306,1,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | SETTP_REG_INT(r3,c2)","r1=R8;c1=int:26;r2=R9;r3=R4;c2=int:256","benchmark_awfy_richards_opt",146
307,1,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r1,c3,r3)","r1=R8;c1=int:22;r2=R10;r3=R9;c2=int:-1;c3=int:2","benchmark_awfy_richards_opt",83
308,1,1,1,3,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r1,c1)","r1=R15;c1=int:2;r2=R2","benchmark_awfy_richards_opt",6854
309,1,1,1,2,candidate,"ITOS_REG(r1) | APPEND_REG_REG(r2,r1) | SAY_REG(r2)","r1=R1;r2=R14","benchmark_awfy_richards_opt",249
310,1,1,1,3,candidate,"ITOS_REG(r1) | APPEND_REG_REG(r2,r1) | SCONCAT_REG_REG_STRING(r2,r2,c1)","r1=R2;r2=R14;c1=string@16704","benchmark_awfy_richards_opt",240
311,1,1,1,4,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | SCONCAT_REG_REG_STRING(r2,r2,c2)","r1=R3;r2=R14;c1=string@16264;c2=string@16416","benchmark_awfy_richards_opt",230
312,1,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LOAD_REG_INT(r2,c2)","r1=R4;r2=R3;c1=int:1;r3=R9;c2=int:0","benchmark_awfy_richards_opt",443
313,1,1,1,9,candidate,"LOADSETTPSWAP_REG_INT_REG_INT_REG(r1,c1,r2,c2,r3) | SWAP_REG_REG(r4,r5) | CALL_REG_FUNC_REG(r6,c3,r1)","r1=R49;c1=int:7;r2=R60;c2=int:256;r3=R50;r4=R53;r5=R2;r6=R44;c3=func@54488","benchmark_awfy_richards_opt",1682
314,1,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGTE_REG_REG_INT(r2,r2,c1)","r1=R3;c1=int:1;r2=R5;r3=R0;c2=int:0","benchmark_awfy_richards_opt",16
315,1,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r1,r3) | BRT_ID_REG(c2,r2)","r1=R6;c1=int:1;r2=R7;r3=R3;c2=label@228","benchmark_awfy_richards_opt",64
316,1,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r3,c1)","r1=R10;c1=int:-1;r2=R8;c2=int:22;r3=R9","benchmark_awfy_richards_opt",80
317,1,1,1,9,candidate,"LOAD_REG_INT(r1,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r2,c2,r3,c3,r4) | SWAP_REG_REG(r5,r6)","r1=R56;c1=int:0;r2=R49;c2=int:7;r3=R60;c3=int:256;r4=R50;r5=R53;r6=R2","benchmark_awfy_richards_opt",1679
318,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r2,r4)","r1=R1;c1=int:0;r2=R6;c2=int:1;r3=R7;r4=R3","benchmark_awfy_richards_opt",61
319,1,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | CALL4_REG_FUNC_REG_REG_REG_REG(r3,c3,r2,r4,r5,r1)","r1=R53;c1=int:0;r2=R60;c2=int:256;r3=R2;c3=func@52288;r4=R51;r5=R52","benchmark_awfy_richards_opt",1622
320,1,1,1,4,candidate,"MINLINKATTR1_REG_REG_INT(r1,r2,c1) | STOI_REG(r1) | IGETUNLINK_REG_REG(r3,r1)","r1=R6;r2=R0;c1=int:1;r3=R3","benchmark_awfy_richards_opt",30
321,1,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | COPY_REG_REG(r2,r1)","c1=int:18;c2=int:1;c3=label@13;r1=R16;c4=int:512;r2=R0","benchmark_awfy_richards_opt",0
322,1,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c3)","c1=int:18;c2=int:1;r1=R6;r2=R60;r3=R3;c3=int:21","benchmark_awfy_richards_opt",344
323,1,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3) | ISETATTR1_REG_INT_REG(r2,c4,r1)","c1=int:18;c2=int:1;r1=R2;r2=R15;c3=int:22;c4=int:2","benchmark_awfy_richards_opt",6846
324,1,1,1,3,candidate,"SAY_REG(r1) | SAY_STRING(c1) | RET_INT(c2)","r1=R14;c1=string@17120;c2=int:0","benchmark_awfy_richards_opt",254
325,1,1,1,5,candidate,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | LOAD_REG_INT(r2,c3)","r1=R8;c1=int:28;c2=string@8;r2=R10;c3=int:-1","benchmark_awfy_richards_opt",74
326,1,1,1,5,candidate,"SETOBJTYPE_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2)","r1=R8;c1=string@8;r2=R10;c2=int:-1;c3=int:22","benchmark_awfy_richards_opt",77
327,1,1,1,3,candidate,"STOI_REG(r1) | IGETUNLINK_REG_REG(r2,r1) | ILT_REG_REG_INT(r1,r2,c1)","r1=R6;r2=R3;c1=int:1","benchmark_awfy_richards_opt",34
328,1,1,1,8,candidate,"SWAPN_REG_REG_REG_REG(r1,r2,r3,r4) | LOAD_REG_INT(r5,c1) | LOAD_REG_INT(r6,c2)","r1=R60;r2=R50;r3=R2;r4=R53;r5=R51;c1=int:4;r6=R52;c2=int:4000","benchmark_awfy_richards_opt",1695
329,1,1,1,6,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R60;r2=R50;r3=R51;c1=int:5;r4=R52;c2=int:5000","benchmark_awfy_richards_opt",1728
330,1,1,1,5,candidate,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r1,c1) | CALL1_REG_FUNC_REG(r3,c2,r1)","r1=R60;r2=R50;c1=int:256;r3=R54;c2=func@56480","benchmark_awfy_richards_opt",1759
331,1,1,1,3,candidate,"UNLINK_REG(r1) | BTOI_REG(r2) | IEQ_REG_REG_INT(r1,r2,c1)","r1=R10;r2=R5;c1=int:0","benchmark_awfy_richards_opt",182
332,1,1,1,4,candidate,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r1,r2,c1)","r1=R10;r2=R12;r3=R4;c1=int:6","benchmark_awfy_richards_opt",170
333,1,1,1,5,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r3,r1,c2)","r1=R2;r2=R15;c1=int:2;r3=R1;c2=int:0","benchmark_awfy_richards_opt",6858
