rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,129850,2,1,6,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c1) | IGETUNLINK_REG_REG(r4,r3) | COPY_REG_REG(r5,r1)","r1=R1;r2=R27;r3=R14;c1=int:2;r4=R3;r5=R13","benchmark_awfy_richards_opt",2853
293,3,1,1,9,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | UNLINKN_REG_REG(r3,r4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r2,c2,c3,r1,r5,c4)","r1=R10;r2=R12;c1=int:22;r3=R7;r4=R8;c2=int:24;c3=int:6;r5=R13;c4=int:1","benchmark_awfy_richards_opt",1839
294,3,3,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r4,c2) | IGETUNLINK_REG_REG(r1,r3) | UNLINKN_REG_REG(r1,r2)","r1=R4;r2=R3;c1=int:1;r3=R1;r4=R6;c2=int:22","benchmark_awfy_richards_opt",358
295,3,3,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | LINKATTR1_REG_REG_INT(r4,r2,c4)","r1=R3;r2=R6;c1=int:21;c2=int:6;r3=R4;c3=int:1;r4=R1;c4=int:22","benchmark_awfy_richards_opt",351
296,3,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | ISETATTR1_REG_INT_REG(r2,c4,r4) | RET()","r1=R8;r2=R12;c1=int:19;c2=int:6;r3=R10;r4=R13;c3=int:1;r5=R18;c4=int:22","benchmark_awfy_richards_opt",1897
297,3,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | LINKATTR1_REG_REG_INT(r5,r2,c4) | IGETUNLINK_REG_REG(r3,r5) | UNLINKN_REG_REG(r3,r1)","r1=R8;r2=R12;c1=int:21;c2=int:6;r3=R7;r4=R13;c3=int:1;r5=R10;c4=int:22","benchmark_awfy_richards_opt",1831
298,3,3,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c3,r1)","r1=R9;c1=int:0;r2=R8;c2=int:1;c3=int:9","benchmark_awfy_richards_opt",94
299,3,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R52;c1=int:3000;r2=R54;c2=int:1;r3=R55;r4=R56;c3=int:0","benchmark_awfy_richards_opt",1670
300,3,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c3)","r1=R51;c1=int:3;r2=R52;c2=int:3000;r3=R54;c3=int:1;r4=R55","benchmark_awfy_richards_opt",1667
301,3,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3) | IADD_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","c1=int:18;c2=int:1;r1=R5;r2=R9;c3=int:9;r3=R6","benchmark_awfy_richards_opt",1916
302,3,1,1,10,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c3,c4,r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r2,c5) | IGETUNLINK_REG_REG(r3,r5)","c1=int:18;c2=int:1;r1=R8;r2=R12;c3=int:21;c4=int:6;r3=R7;r4=R13;r5=R10;c5=int:22","benchmark_awfy_richards_opt",1827
303,3,3,1,7,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3) | IGETUNLINK_REG_REG(r2,r3)","r1=R3;c1=int:6;r2=R4;c2=int:1;r3=R1;r4=R6;c3=int:22","benchmark_awfy_richards_opt",355
304,3,3,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SETATTRS_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3)","r1=R4;r2=R3;r3=R6;c1=int:24;c2=int:6;c3=int:1","benchmark_awfy_richards_opt",369
305,3,1,1,10,candidate,"UNLINKN_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c1,c2,r4,r5,c3) | ISETUNLINKN_REG_REG_REG(r4,r6,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c4,c2,r4,r5,c3)","r1=R7;r2=R8;r3=R12;c1=int:24;c2=int:6;r4=R10;r5=R13;c3=int:1;r6=R14;c4=int:20","benchmark_awfy_richards_opt",1846
306,3,1,1,7,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r1,r5,c2) | RET_REG(r1)","r1=R7;r2=R4;r3=R6;c1=int:0;r4=R5;r5=R9;c2=int:9","benchmark_awfy_richards_opt",2084
307,3,3,1,6,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r2,c2) | LINKATTR1_REG_REG_INT(r4,r2,c1)","r1=R13;r2=R20;c1=int:9;r3=R12;c2=int:17;r4=R17","benchmark_awfy_richards_opt",660
308,2,2,1,6,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r4,r3,c1) | SETATTRS_REG_INT(r4,c2)","r1=R60;r2=R20;r3=R24;r4=R17;c1=int:21;c2=int:6","benchmark_awfy_richards_opt",832
309,2,2,1,5,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | COPY_REG_REG(r4,r3) | UNLINK_REG(r3)","r1=R11;r2=R4;r3=R10;c1=int:18;r4=R2","benchmark_awfy_richards_opt",160
310,2,2,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | SETATTRS_REG_INT(r3,c3) | ISETATTR1_REG_INT_REG(r3,c4,r5)","r1=R13;r2=R22;c1=int:1000;r3=R17;r4=R24;c2=int:20;c3=int:6;c4=int:2;r5=R18","benchmark_awfy_richards_opt",870
311,2,2,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r4,c3,r3) | COPY_REG_REG(r5,r4)","r1=R26;r2=R22;c1=int:0;r3=R17;c2=int:1;r4=R24;c3=int:22;r5=R60","benchmark_awfy_richards_opt",931
312,2,2,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | COPY_REG_REG(r4,r3) | LINKATTR1_REG_REG_INT(r5,r4,c2)","r1=R6;c1=int:22;r2=R3;r3=R60;r4=R11;r5=R12;c2=int:9","benchmark_awfy_richards_opt",455
313,2,2,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c2) | SETATTRS_REG_INT(r1,c3)","r1=R17;c1=int:2;r2=R18;r3=R24;c2=int:23;c3=int:6","benchmark_awfy_richards_opt",882
314,2,2,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LOAD_REG_INT(r2,c3) | ISETATTR1_REG_INT_REG(r4,c4,r2)","r1=R22;r2=R17;c1=int:2;r3=R26;c2=int:0;c3=int:1;r4=R24;c4=int:22","benchmark_awfy_richards_opt",927
315,2,2,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | INE_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | BRF_ID_REG(c3,r3)","r1=R56;r2=R60;c1=int:18;r3=R55;c2=int:23246;c3=label@1784","benchmark_awfy_richards_opt",1769
316,2,2,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | ISETATTR1_REG_INT_REG(r1,c3,r3) | UNLINK_REG(r1)","r1=R17;r2=R24;c1=int:20;c2=int:6;c3=int:2;r3=R18","benchmark_awfy_richards_opt",875
317,2,2,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2) | COPY_REG_REG(r4,r3)","r1=R3;c1=int:0;r2=R6;c2=int:22;r3=R60;r4=R11","benchmark_awfy_richards_opt",452
318,2,2,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c1)","r1=R53;c1=int:0;r2=R54;r3=R55;c2=int:1;r4=R56","benchmark_awfy_richards_opt",1706
319,2,2,1,11,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r3,c3,r4,c4,r5) | CALL_REG_FUNC_REG(r6,c5,r3)","r1=R55;c1=int:1;r2=R56;c2=int:0;r3=R49;c3=int:7;r4=R60;c4=int:256;r5=R50;r6=R57;c5=func@54488","benchmark_awfy_richards_opt",1712
320,2,2,1,10,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r4,c3,r5,c4,r6)","r1=R54;c1=int:0;r2=R55;c2=int:1;r3=R56;r4=R49;c3=int:7;r5=R60;c4=int:256;r6=R50","benchmark_awfy_richards_opt",1709
321,2,2,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | CALL4_REG_FUNC_REG_REG_REG_REG(r4,c4,r3,r4,r1,r2)","r1=R52;c1=int:5;r2=R53;c2=int:0;r3=R60;c3=int:256;r4=R2;c4=func@52288","benchmark_awfy_richards_opt",1635
322,2,2,1,6,candidate,"SETATTRS_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r1,c2,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c3)","r1=R17;c1=int:6;c2=int:2;r2=R18;r3=R24;c3=int:23","benchmark_awfy_richards_opt",879
323,2,2,1,7,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r2,c3,r1) | LOAD_REG_INT(r1,c4)","r1=R17;c1=int:6;r2=R22;c2=int:2;r3=R26;c3=int:0;c4=int:1","benchmark_awfy_richards_opt",924
324,2,2,1,6,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3)","r1=R17;r2=R24;c1=int:23;c2=int:6;r3=R22;c3=int:2","benchmark_awfy_richards_opt",886
325,1,1,1,4,candidate,"APPEND_REG_REG(r1,r2) | SAY_REG(r1) | SAY_STRING(c1) | RET_INT(c2)","r1=R14;r2=R1;c1=string@17120;c2=int:0","benchmark_awfy_richards_opt",251
326,1,1,1,4,candidate,"APPEND_REG_REG(r1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r3) | APPEND_REG_REG(r1,r3)","r1=R14;r2=R2;c1=string@16704;r3=R1","benchmark_awfy_richards_opt",242
327,1,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | COPY_REG_REG(r2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c3)","r1=R60;c1=int:18;c2=int:1;r2=R6;r3=R3;c3=int:21","benchmark_awfy_richards_opt",342
328,1,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c3) | ISETATTR1_REG_INT_REG(r1,c4,r2)","r1=R15;c1=int:18;c2=int:1;r2=R2;c3=int:22;c4=int:2","benchmark_awfy_richards_opt",6844
329,1,1,1,8,candidate,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2) | IADD_REG_REG_INT(r5,r4,c3)","c1=label@3371;r1=R7;r2=R19;r3=R17;r4=R6;c2=int:6;r5=R5;c3=int:1","benchmark_awfy_richards_opt",3295
330,1,1,1,6,candidate,"BRF_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c2) | STOI_REG(r2) | IGETUNLINK_REG_REG(r4,r2)","c1=label@39;r1=R5;r2=R6;r3=R0;c2=int:1;r4=R3","benchmark_awfy_richards_opt",27
331,1,1,1,7,candidate,"BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r2,c2) | SETOBJTYPE_REG_STRING(r2,c3) | LOAD_REG_INT(r3,c4)","c1=label@228;r1=R7;r2=R8;c2=int:28;c3=string@8;r3=R10;c4=int:-1","benchmark_awfy_richards_opt",71
332,1,1,1,5,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2) | ITOS_REG(r3) | APPEND_REG_REG(r1,r3)","r1=R14;c1=string@16264;r2=R3;c2=string@16416;r3=R2","benchmark_awfy_richards_opt",232
333,1,1,1,7,candidate,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r5,c1)","r1=R60;r2=R46;r3=R51;c1=int:0;r4=R52;c2=int:5;r5=R53","benchmark_awfy_richards_opt",1613
334,1,1,1,4,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | BTOI_REG(r3) | IEQ_REG_REG_INT(r2,r3,c1)","r1=R1;r2=R10;r3=R5;c1=int:0","benchmark_awfy_richards_opt",179
335,1,1,1,5,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R2;r2=R10;r3=R12;r4=R4;c1=int:6","benchmark_awfy_richards_opt",167
336,1,1,1,5,candidate,"ENDLIFE_REG(r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c1,r2) | SCONCAT_REG_REG_STRING(r3,r3,c2)","r1=R4;r2=R3;r3=R14;c1=string@16264;c2=string@16416","benchmark_awfy_richards_opt",228
337,1,1,1,6,candidate,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r1,r1,c2) | BRF_ID_REG(c3,r1) | MINLINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R5;r2=R0;c1=int:0;c2=int:1;c3=label@39;r3=R6","benchmark_awfy_richards_opt",19
338,1,1,1,6,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | COPY_REG_REG(r3,r4)","r1=R7;r2=R8;c1=int:0;c2=label@3371;r3=R19;r4=R17","benchmark_awfy_richards_opt",3289
339,1,1,1,5,candidate,"IGTE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c1) | STOI_REG(r2)","r1=R5;c1=int:1;c2=label@39;r2=R6;r3=R0","benchmark_awfy_richards_opt",23
340,1,1,1,7,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r4,c2) | SETOBJTYPE_REG_STRING(r4,c3)","r1=R7;r2=R6;r3=R3;c1=label@228;r4=R8;c2=int:28;c3=string@8","benchmark_awfy_richards_opt",67
341,1,1,1,10,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2) | LINKATTR1_REG_REG_INT(r6,r5,c3) | SETLINKATTR1_REG_REG_INT_REG_INT(r3,r4,c4,r6,c1)","r1=R5;r2=R6;c1=int:1;r3=R20;r4=R22;r5=R19;c2=int:21;r6=R21;c3=int:2;c4=int:6","benchmark_awfy_richards_opt",3331
342,1,1,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LOAD_REG_INT(r3,c1) | ISETATTR1_REG_INT_REG(r4,c2,r3) | COPY_REG_REG(r5,r4)","r1=R9;r2=R4;c1=int:0;r3=R3;r4=R6;c2=int:22;r5=R60","benchmark_awfy_richards_opt",447
343,1,1,1,8,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R46;c1=int:22;r2=R39;r3=R60;r4=R51;c2=int:0;r5=R52;c3=int:5","benchmark_awfy_richards_opt",1609
344,1,1,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | SETTP_REG_INT(r3,c2) | CALL1_REG_FUNC_REG(r4,c3,r3)","r1=R8;c1=int:26;r2=R9;r3=R4;c2=int:256;r4=R5;c3=func@12088","benchmark_awfy_richards_opt",146
345,1,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | COPY_REG_REG(r3,r1)","r1=R8;c1=int:27;r2=R9;c2=int:0;c3=int:26;r3=R4","benchmark_awfy_richards_opt",139
346,1,1,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r1,c3,r3) | LOAD_REG_INT(r3,c4)","r1=R8;c1=int:22;r2=R10;r3=R9;c2=int:-1;c3=int:2;c4=int:0","benchmark_awfy_richards_opt",83
347,1,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | IGTE_REG_REG_INT(r3,r2,c2)","r1=R15;c1=int:2;r2=R2;r3=R1;c2=int:0","benchmark_awfy_richards_opt",6854
348,1,1,1,3,candidate,"ITOS_REG(r1) | APPEND_REG_REG(r2,r1) | SAY_REG(r2) | SAY_STRING(c1)","r1=R1;r2=R14;c1=string@17120","benchmark_awfy_richards_opt",249
349,1,1,1,4,candidate,"ITOS_REG(r1) | APPEND_REG_REG(r2,r1) | SCONCAT_REG_REG_STRING(r2,r2,c1) | ITOS_REG(r3)","r1=R2;r2=R14;c1=string@16704;r3=R1","benchmark_awfy_richards_opt",240
350,1,1,1,5,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | SCONCAT_REG_REG_STRING(r2,r2,c2) | ITOS_REG(r3)","r1=R3;r2=R14;c1=string@16264;c2=string@16416;r3=R2","benchmark_awfy_richards_opt",230
351,1,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1) | BTOI_REG(r4)","r1=R10;r2=R12;c1=int:6;r3=R1;r4=R5","benchmark_awfy_richards_opt",175
352,1,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1) | COPY_REG_REG(r4,r5)","r1=R10;r2=R11;c1=int:18;r3=R2;r4=R12;r5=R4","benchmark_awfy_richards_opt",163
353,1,1,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r4,c3,r2)","r1=R4;r2=R3;c1=int:1;r3=R9;c2=int:0;r4=R6;c3=int:22","benchmark_awfy_richards_opt",443
354,1,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","r1=R2;r2=R15;c1=int:22;c2=int:2","benchmark_awfy_richards_opt",6850
355,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGTE_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c3,r2)","r1=R3;c1=int:1;r2=R5;r3=R0;c2=int:0;c3=label@39","benchmark_awfy_richards_opt",16
356,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r1,r3) | BRT_ID_REG(c2,r2) | SETATTRS_REG_INT(r4,c3)","r1=R6;c1=int:1;r2=R7;r3=R3;c2=label@228;r4=R8;c3=int:28","benchmark_awfy_richards_opt",64
357,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2) | LOAD_REG_INT(r4,c3)","r1=R39;c1=int:2;r2=R46;c2=int:22;r3=R60;r4=R51;c3=int:0","benchmark_awfy_richards_opt",1606
358,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2) | SETTP_REG_INT(r3,c3)","r1=R9;c1=int:0;r2=R8;c2=int:26;r3=R4;c3=int:256","benchmark_awfy_richards_opt",143
359,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r3,c1) | ISETATTR1_REG_INT_REG(r2,c3,r3)","r1=R10;c1=int:-1;r2=R8;c2=int:22;r3=R9;c3=int:2","benchmark_awfy_richards_opt",80
360,1,1,1,11,candidate,"LOAD_REG_INT(r1,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r2,c2,r3,c3,r4) | SWAP_REG_REG(r5,r6) | CALL_REG_FUNC_REG(r7,c4,r2)","r1=R56;c1=int:0;r2=R49;c2=int:7;r3=R60;c3=int:256;r4=R50;r5=R53;r6=R2;r7=R44;c4=func@54488","benchmark_awfy_richards_opt",1679
361,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | IGT_REG_REG_REG(r4,r3,r5)","r1=R2;c1=int:0;r2=R1;r3=R6;c2=int:1;r4=R7;r5=R3","benchmark_awfy_richards_opt",58
362,1,1,1,10,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r4,c3,r5,c4,r6)","r1=R54;c1=int:1;r2=R55;r3=R56;c2=int:0;r4=R49;c3=int:7;r5=R60;c4=int:256;r6=R50","benchmark_awfy_richards_opt",1673
363,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r2,r4) | BRT_ID_REG(c3,r3)","r1=R1;c1=int:0;r2=R6;c2=int:1;r3=R7;r4=R3;c3=label@228","benchmark_awfy_richards_opt",61
364,1,1,1,11,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r3,c3,r4,c4,r5) | SWAP_REG_REG(r6,r7)","r1=R55;c1=int:1;r2=R56;c2=int:0;r3=R49;c3=int:7;r4=R60;c4=int:256;r5=R50;r6=R53;r7=R2","benchmark_awfy_richards_opt",1676
365,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c3)","r1=R51;c1=int:0;r2=R52;c2=int:5;r3=R53;r4=R60;c3=int:256","benchmark_awfy_richards_opt",1616
366,1,1,1,9,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | CALL4_REG_FUNC_REG_REG_REG_REG(r4,c4,r3,r5,r1,r2)","r1=R52;c1=int:5;r2=R53;c2=int:0;r3=R60;c3=int:256;r4=R2;c4=func@52288;r5=R51","benchmark_awfy_richards_opt",1619
367,1,1,1,4,candidate,"MINLINKATTR1_REG_REG_INT(r1,r2,c1) | STOI_REG(r1) | IGETUNLINK_REG_REG(r3,r1) | ILT_REG_REG_INT(r1,r3,c1)","r1=R6;r2=R0;c1=int:1;r3=R3","benchmark_awfy_richards_opt",30
368,1,1,1,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | COPY_REG_REG(r2,r1) | BR_ID(c5)","c1=int:18;c2=int:1;c3=label@13;r1=R16;c4=int:512;r2=R0;c5=label@16","benchmark_awfy_richards_opt",0
369,1,1,1,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | SETATTRS_REG_INT(r3,c4)","c1=int:18;c2=int:1;r1=R6;r2=R60;r3=R3;c3=int:21;c4=int:6","benchmark_awfy_richards_opt",344
370,1,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3) | ISETATTR1_REG_INT_REG(r2,c4,r1) | UNLINK_REG(r1)","c1=int:18;c2=int:1;r1=R2;r2=R15;c3=int:22;c4=int:2","benchmark_awfy_richards_opt",6846
371,1,1,1,3,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | APPEND_REG_REG(r1,r2) | SAY_REG(r1)","r1=R14;c1=string@16704;r2=R1","benchmark_awfy_richards_opt",245
372,1,1,1,4,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | APPEND_REG_REG(r1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2)","r1=R14;c1=string@16416;r2=R2;c2=string@16704","benchmark_awfy_richards_opt",236
373,1,1,1,6,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r2,c3,r1) | LOAD_REG_INT(r1,c3)","r1=R3;c1=int:6;r2=R4;c2=int:1;r3=R9;c3=int:0","benchmark_awfy_richards_opt",440
374,1,1,1,6,candidate,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | LOAD_REG_INT(r2,c3) | ISETATTR1_REG_INT_REG(r1,c4,r2)","r1=R8;c1=int:28;c2=string@8;r2=R10;c3=int:-1;c4=int:22","benchmark_awfy_richards_opt",74
375,1,1,1,6,candidate,"SETOBJTYPE_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_INT(r3,c2)","r1=R8;c1=string@8;r2=R10;c2=int:-1;c3=int:22;r3=R9","benchmark_awfy_richards_opt",77
376,1,1,1,4,candidate,"STOI_REG(r1) | IGETUNLINK_REG_REG(r2,r1) | ILT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R6;r2=R3;c1=int:1;c2=label@58","benchmark_awfy_richards_opt",34
