rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,106953,2,1,5,candidate,"BTOI_REG(r1) | IEQ_REG_REG_INT(r2,r1,c1) | UNLINKN_REG_REG(r1,r3) | BRF_ID_REG(c2,r2)","r1=R2;r2=R5;c1=int:0;r3=R3;c2=label@1250","benchmark_awfy_richards_noopt",1233
293,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R8;c1=int:0;r2=R9;r3=R2;c2=int:7;r4=R17;c3=int:256","benchmark_awfy_richards_noopt",290
294,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2) | CALL4_REG_FUNC_REG_REG_REG_REG(r4,c3,r3,r4,r1,r2)","r1=R8;c1=int:1;r2=R9;r3=R17;c2=int:256;r4=R0;c3=func@20032","benchmark_awfy_richards_noopt",331
295,1,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2) | CALL4_REG_FUNC_REG_REG_REG_REG(r4,c3,r3,r5,r1,r2)","r1=R8;c1=int:1;r2=R9;r3=R17;c2=int:256;r4=R0;c3=func@20032;r5=R7","benchmark_awfy_richards_noopt",315
296,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r2,r4) | BRT_ID_REG(c3,r3)","r1=R1;c1=int:0;r2=R7;c2=int:1;r3=R4;r4=R3;c3=label@136","benchmark_awfy_richards_noopt",61
297,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c1)","r1=R4;c1=int:1;r2=R5;c2=int:1000;r3=R7;r4=R8","benchmark_awfy_richards_noopt",347
298,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R7;c1=int:0;r2=R8;c2=int:1;r3=R9;r4=R17;c3=int:256","benchmark_awfy_richards_noopt",312
299,1,1,1,4,candidate,"MINLINKATTR1_REG_REG_INT(r1,r2,c1) | STOI_REG(r1) | IGETUNLINK_REG_REG(r3,r1) | ILT_REG_REG_INT(r1,r3,c1)","r1=R6;r2=R0;c1=int:1;r3=R3","benchmark_awfy_richards_noopt",30
300,1,1,1,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | COPY_REG_REG(r2,r1) | BR_ID(c5)","c1=int:18;c2=int:1;c3=label@13;r1=R13;c4=int:512;r2=R0;c5=label@16","benchmark_awfy_richards_noopt",0
301,1,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3) | ISETATTR1_REG_INT_REG(r2,c4,r1) | UNLINK_REG(r1)","c1=int:18;c2=int:1;r1=R2;r2=R13;c3=int:22;c4=int:2","benchmark_awfy_richards_noopt",2771
302,1,1,1,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LOAD_REG_INT(r1,c2) | ISUB_REG_INT_REG(r2,c3,r1) | ISETATTR1_REG_INT_REG(r3,c4,r2)","c1=int:18;c2=int:1;r1=R2;r2=R3;c3=int:0;r3=R0;c4=int:22","benchmark_awfy_richards_noopt",188
303,1,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LOAD_REG_INT(r1,c3) | LOAD_REG_INT(r2,c3) | LOAD_REG_INT(r3,c3)","c1=int:18;c2=int:1;r1=R4;c3=int:0;r2=R5;r3=R6","benchmark_awfy_richards_noopt",274
304,1,1,1,3,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | CONCAT_REG_REG_REG(r1,r1,r2) | SAY_REG(r1)","r1=R11;c1=string@13160;r2=R1","benchmark_awfy_richards_noopt",154
305,1,1,1,4,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | CONCAT_REG_REG_REG(r1,r1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2)","r1=R11;c1=string@12872;r2=R2;c2=string@13160","benchmark_awfy_richards_noopt",144
306,1,1,1,6,candidate,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | NUMSCI_INT_INT_INT(c3,c4,c4) | LOAD_REG_INT(r2,c4)","r1=R0;c1=int:28;c2=string@8;c3=int:18;c4=int:1;r2=R2","benchmark_awfy_richards_noopt",182
307,1,1,1,7,candidate,"SETOBJTYPE_REG_STRING(r1,c1) | NUMSCI_INT_INT_INT(c2,c3,c3) | LOAD_REG_INT(r2,c3) | ISUB_REG_INT_REG(r3,c4,r2)","r1=R0;c1=string@8;c2=int:18;c3=int:1;r2=R2;r3=R3;c4=int:0","benchmark_awfy_richards_noopt",185
308,1,1,1,4,candidate,"STOI_REG(r1) | IGETUNLINK_REG_REG(r2,r1) | ILT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R6;r2=R3;c1=int:1;c2=label@58","benchmark_awfy_richards_noopt",34
309,1,1,1,7,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r2,c3)","r1=R0;r2=R6;r3=R4;c1=int:4;r4=R5;c2=int:4000;c3=int:0","benchmark_awfy_richards_noopt",557
310,1,1,1,7,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r5,c2)","r1=R17;r2=R3;r3=R7;c1=int:0;r4=R8;c2=int:1;r5=R9","benchmark_awfy_richards_noopt",309
311,1,1,1,8,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R17;r2=R3;r3=R4;c1=int:5;r4=R5;c2=int:5000;r5=R6;c3=int:0","benchmark_awfy_richards_noopt",591
312,1,1,1,7,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | SETTP_REG_INT(r3,c2) | CALL1_REG_FUNC_REG(r4,c3,r3)","r1=R3;c1=label@1978;r2=R2;r3=R9;c2=int:256;r4=R1;c3=func@67024","benchmark_awfy_richards_noopt",1964
313,1,1,1,5,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R2;r2=R13;c1=int:2;r3=R1;c2=int:0","benchmark_awfy_richards_noopt",2783
