rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1155000,5,1,7,candidate,"PARSEWORDS3_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1) | SCOPY_REG_REG(r6,r2) | SCOPY_REG_REG(r7,r3)","r1=R11;r2=R5;r3=R42;r4=R47;r5=R52;r6=R40;r7=R56","benchmark_rexxcps_levelb_opt",1328
532,1,1,1,9,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_REG_REG(r5,r6,r7) | ISUB_REG_REG_INT(r8,r5,c1)","r1=R7;r2=R22;r3=R5;r4=R17;r5=R32;r6=R1;r7=R16;r8=R24;c1=int:1","floattrunc",231
533,1,1,1,10,candidate,"SETTP_REG_INT(r1,c1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | NULLN_REG_REG_REG(r6,r7,r8) | LOAD_REG_INT(r9,c1)","r1=R22;c1=int:0;r2=R1;r3=R3;r4=R5;r5=R6;r6=R7;r7=R8;r8=R11;r9=R2","verify",38
534,1,1,1,14,candidate,"SETTP_REG_INT(r1,c1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | NULLN_REG_REG_REG_REG(r6,r7,r8,r9) | NULLN_REG_REG_REG_REG(r10,r11,r12,r13)","r1=R36;c1=int:0;r2=R0;r3=R1;r4=R2;r5=R3;r6=R4;r7=R6;r8=R7;r9=R11;r10=R14;r11=R16;r12=R17;r13=R22","floattrunc",16
535,1,1,1,5,candidate,"STOI_REG(r1) | IGETUNLINK_REG_REG(r2,r1) | LOAD_REG_STRING(r3,c1) | ILT_REG_REG_INT(r1,r2,c2)","r1=R32;r2=R20;r3=R19;c1=string@6552;c2=int:1","benchmark_rexxcps_levelb_opt",132
536,1,1,1,5,candidate,"STOI_REG_REG(r1,r2) | IADD_REG_REG_INT(r1,r1,c1) | IMULT_REG_REG_REG(r3,r1,r3) | LOAD_REG_INT(r4,c1)","r1=R98;r2=R94;c1=int:1;r3=R20;r4=R18","benchmark_rexxcps_levelb_opt",1494
537,1,1,1,7,candidate,"STRCHAR_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BRT_ID_REG(c2,r4) | IEQ_REG_REG_INT(r4,r1,c3)","r1=R1;r2=R0;r3=R2;r4=R12;c1=int:77;c2=label@81;c3=int:109","verify",66
538,1,1,1,8,candidate,"STRCHAR_REG_REG_REG(r1,r2,r3) | POSCHAR_REG_REG_REG(r4,r5,r1) | IGTE_REG_REG_INT(r6,r4,c1) | BRF_ID_REG(c2,r6)","r1=R7;r2=R19;r3=R12;r4=R6;r5=R20;r6=R16;c1=int:0;c2=label@191","verify",172
539,1,1,1,6,candidate,"STRLEN_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r1,c1) | BRT_ID_REG(c2,r3) | IGT_REG_REG_REG(r3,r4,r1)","r1=R8;r2=R19;r3=R13;c1=int:0;c2=label@135;r4=R22","verify",121
540,1,1,1,9,candidate,"SUBSTRING_REG_REG_REG(r1,r2,r3) | APPEND_REG_REG(r4,r1) | IADD_REG_REG_INT(r5,r6,c1) | BRF_ID_REG(c2,r7)","r1=R23;r2=R7;r3=R24;r4=R5;r5=R3;r6=R6;c1=int:1;c2=label@277;r7=R11","floattrunc",260
541,1,1,1,9,candidate,"SUBSTRING_REG_REG_REG(r1,r2,r3) | APPEND_REG_REG(r4,r1) | LOAD_REG_STRING(r5,c1) | IGT_REG_REG_INT(r6,r7,c2)","r1=R59;r2=R20;r3=R2;r4=R0;r5=R36;c1=string@28856;r6=R60;r7=R31;c2=int:0","_typedformat",1061
542,1,1,1,7,candidate,"SUBSTRING_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r4,c1) | APPENDCHAR_REG_REG(r1,r4) | ISUB_REG_REG_REG(r5,r6,r3)","r1=R56;r2=R47;r3=R55;r4=R49;c1=int:1;r5=R60;r6=R48","_typedformat",858
543,1,1,1,9,candidate,"SUBSTRING_REG_REG_REG(r1,r2,r3) | ISUB_REG_REG_REG(r4,r5,r6) | ISUB_REG_REG_INT(r7,r4,c1) | IGT_REG_REG_INT(r4,r7,c2)","r1=R5;r2=R7;r3=R17;r4=R32;r5=R1;r6=R16;r7=R24;c1=int:1;c2=int:0","floattrunc",234
544,1,1,1,11,candidate,"SWAPSETTP_REG_REG_REG_INT(r1,r2,r3,c1) | SETTP_REG_INT(r4,c2) | SETTP_REG_INT(r5,c1) | SETTPCALL_REG_FUNC_REG_REG_INT(r6,c3,r7,r8,c1)","r1=R100;r2=R12;r3=R101;c1=int:0;r4=R102;c2=int:256;r5=R103;r6=R97;c3=func@94344;r7=R99;r8=R104","benchmark_rexxcps_levelb_opt",1535
545,1,1,1,6,candidate,"SWAP_REG_REG(r1,r2) | SCONCAT_REG_REG_REG(r3,r4,r5) | SCONCAT_REG_REG_STRING(r3,r3,c1) | SAY_REG(r3)","r1=R12;r2=R100;r3=R104;r4=R98;r5=R97;c1=string@94616","benchmark_rexxcps_levelb_opt",1552
546,1,1,1,6,candidate,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1) | INE_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R15;r2=R29;r3=R32;r4=R13;c1=int:0;c2=label@128","benchmark_rexxcps_levelb_opt",104
547,1,1,1,6,candidate,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c1) | ISETATTR1_REG_INT_REG(r2,c2,r4)","r1=R2;r2=R22;r3=R1;r4=R0;c1=int:0;c2=int:16","trace",11771
548,1,1,1,4,candidate,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c1,r1) | LOAD_REG_INT(r1,c2)","r1=R0;c1=int:1;r2=R1;c2=int:0","trace",11615
549,1,1,1,6,candidate,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2) | COPY_REG_REG(r4,r3)","r1=R2;r2=R0;c1=int:0;r3=R3;c2=int:21;r4=R22","trace",11822
